threshold_ug_l,horizon_months,evaluation_cohort,seed_slot,left_model_id,right_model_id,metric,left_value,right_value,difference_left_minus_right,paired_origin_count,estimable,benefit_left_over_right,estimable_threshold_count,positive_sign_threshold_count,negative_sign_threshold_count,sign_stable_at_least_3_of_4
50,3,location_holdout,20260612,F1,F0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,F1,F0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,F1,F0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B1,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,B2,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,M0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260612,P1,P0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,A2,P1,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,F1,F0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B1,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,B2,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,M0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260613,P1,P0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,A2,P1,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,F1,F0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B1,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,B2,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,M0,recall,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,alert_rate,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,brier,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,f2,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,pr_auc,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,precision,,,,0,False,,0,0,0,False
50,3,location_holdout,20260614,P1,P0,recall,,,,0,False,,0,0,0,False
