reference,evaluation_cohort,evaluation_role,model_id,model_seed,seed_slot,horizon_months,attempted_row_count,evaluation_row_count,status,actual_class,predicted_class,rows
future_chla_operational_proxy,location_holdout,test,A0,20260614,20260614,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A0,20260614,20260614,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A0,20260614,20260614,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A0,20260614,20260614,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A0,20260614,20260614,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,1,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,2,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,oligotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,oligotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,mesotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,mesotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,mesotrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,mesotrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,eutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,eutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,eutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,eutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,hypereutrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,hypereutrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,hypereutrophic,eutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,not_applicable,hypereutrophic,hypereutrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,3,4488,0,not_applicable,oligotrophic,oligotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,3,4488,0,not_applicable,oligotrophic,mesotrophic,0
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,3,4488,0,not_applicable,oligotrophic,eutrophic,0
